Unnamed: 0,prix_eur,prix_m2,type_bien,surface_m2,nb_pieces,nb_chambres,etage,dpe,adresse,code_postal,url,latitude,longitude
19.0,830000.0,19566.0,Appartement à vendre,42.4,2.0,1.0,Étage 6/6,,"Vivienne-Gaillon, Paris 2ème arrondissement (75002)",75002.0,https://www.bellesdemeures.com/273477053/detail.htm,,
20.0,415000.0,11857.0,Appartement à vendre,35.0,2.0,1.0,Étage 1/6,E,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/raspail-montparnasse/273477067.htm,,
21.0,437500.0,10417.0,Appartement à vendre,42.0,2.0,1.0,Étage 2/5,F,"Gambetta, Paris 20ème arrondissement (75020)",75020.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273404139.htm,,
22.0,688000.0,9556.0,Appartement à vendre,72.0,3.0,2.0,RDC/6,D,"Jardin des Plantes, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-5eme-75/jardin-des-plantes/272789423.htm,,
23.0,650000.0,12264.0,Appartement à vendre,53.0,3.0,2.0,Étage 4/6,E,"Trudaine-Maubeuge, Paris 9ème arrondissement (75009)",75009.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273186625.htm,,
24.0,700000.0,11290.0,Appartement à vendre,62.0,3.0,2.0,Étage 1/12,C,"Didot-Porte de Vanves, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/didot-porte-de-vanves/272272635.htm,,
25.0,212500.0,12500.0,Appartement à vendre,17.0,1.0,,RDC/4,E,"Enfants Rouges, Paris 3ème arrondissement (75003)",75003.0,https://www.seloger.com/annonces/achat/appartement/paris-3eme-75/enfants-rouges/272186039.htm,,
26.0,475000.0,10795.0,Appartement à vendre,44.0,2.0,1.0,Étage 1/3,D,"Clignancourt-Jules Joffrin, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272186049.htm,,
27.0,270000.0,12664.0,Appartement à vendre,21.3,1.0,,Étage 5/5,F,"Les Halles, Paris 1er arrondissement (75001)",75001.0,https://www.seloger.com/annonces/achat/appartement/paris-1er-75/les-halles/273477057.htm,,
28.0,1095000.0,9050.0,Appartement à vendre,121.0,6.0,4.0,Étage 3/7,F,"Auteuil Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/273294823/detail.htm,,
29.0,377000.0,11088.0,Appartement à vendre,34.0,1.0,,Étage 7/8,D,"Auteuil Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/auteuil-sud/271949237.htm,,
0.0,995000.0,9851.0,Appartement à vendre,101.0,4.0,3.0,Étage 1/4,C,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.bellesdemeures.com/271951131/detail.htm,,
1.0,1895000.0,14656.0,Appartement à vendre,129.3,5.0,3.0,Étage 2/7,E,"Gros Caillou, Paris 7ème arrondissement (75007)",75007.0,https://www.bellesdemeures.com/273186627/detail.htm,,
2.0,365000.0,9865.0,Appartement à vendre,37.0,2.0,1.0,Étage 6/6,G,"Bel-Air Sud, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/bel-air-sud/273187525.htm,,
3.0,1650000.0,10966.0,Appartement à vendre,150.5,5.0,3.0,Étage 2/7,D,"Aligre-Gare de Lyon, Paris 12ème arrondissement (75012)",75012.0,https://www.bellesdemeures.com/271393079/detail.htm,,
4.0,1090000.0,8790.0,Appartement à vendre,124.0,5.0,3.0,25ème étage,C,"Buttes Aux Cailles-Glacière, Paris 13ème arrondissement (75013)",75013.0,https://www.bellesdemeures.com/273419511/detail.htm,,
5.0,250000.0,7143.0,Appartement à vendre,35.0,2.0,1.0,Étage 5/6,G,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/272210265.htm,,
6.0,612000.0,8620.0,Appartement à vendre,71.0,4.0,2.0,RDC/7,E,"Saint Lambert, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-75/271529411.htm,,
7.0,399000.0,16625.0,Appartement à vendre,24.0,2.0,1.0,Étage 2/6,,"Gros Caillou, Paris 7ème arrondissement (75007)",75007.0,https://www.seloger.com/annonces/achat/appartement/paris-7eme-75/gros-caillou/273352419.htm,,
8.0,345000.0,10781.0,Appartement à vendre,32.0,2.0,1.0,6ème étage,E,"La Fourche-Guy Môquet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/la-fourche-guy-moquet/273478889.htm,,
9.0,598083.0,9902.0,Appartement à vendre - neuf,60.4,3.0,2.0,Étage 6/16,B,"Patay-Masséna, Paris 13ème arrondissement (75013)",75013.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/261177981/,,
10.0,1132272.0,11166.0,Appartement à vendre - neuf,101.4,5.0,4.0,Étage 8/15,B,"Patay-Masséna, Paris 13ème arrondissement (75013)",75013.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/261177981/,,
11.0,810437.0,9683.0,Appartement à vendre - neuf,83.7,4.0,3.0,Étage 2/15,B,"Patay-Masséna, Paris 13ème arrondissement (75013)",75013.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/261177981/,,
12.0,437080.0,9649.0,Appartement à vendre - neuf,45.3,2.0,1.0,Étage 2/16,B,"Patay-Masséna, Paris 13ème arrondissement (75013)",75013.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/261177981/,,
13.0,749000.0,10403.0,Appartement à vendre,72.0,4.0,3.0,Étage 2/5,E,"Léon-Blum Folie-Regnault, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/leon-blum-folie-regnault/272649501.htm,,
14.0,1500000.0,13889.0,Appartement à vendre,108.0,5.0,2.0,Étage 5/6,E,"Chaillot, Paris 16ème arrondissement (75116)",75116.0,https://www.bellesdemeures.com/273179013/detail.htm,,
15.0,499000.0,7677.0,Appartement à vendre,65.0,3.0,2.0,Étage 28/32,E,"Olympiades-Choisy, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/olympiades-choisy/271435897.htm,,
16.0,760000.0,11176.0,Appartement à vendre,68.0,4.0,2.0,Étage 2/5,C,Paris 14ème arrondissement (75014),75014.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273558269.htm,,
17.0,1990000.0,12130.0,Appartement à vendre,164.1,5.0,3.0,Étage 2/7,D,"Porte Dauphine, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/271712405/detail.htm,,
18.0,677000.0,9956.0,Appartement à vendre,68.0,3.0,2.0,RDC/7,E,"Pereire-Malesherbes, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/pereire-malesherbes/273122967.htm,,
19.0,325000.0,13542.0,Studio à vendre,24.0,1.0,,Étage 4/5,D,"Archives, Paris 3ème arrondissement (75003)",75003.0,https://www.seloger.com/annonces/achat/appartement/paris-3eme-75/archives/272418297.htm,,
20.0,2500000.0,10417.0,Maison de ville à vendre,240.0,7.0,4.0,,D,"Léon-Blum Folie-Regnault, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/maison/paris-11eme-75/leon-blum-folie-regnault/271489167.htm,,
21.0,1695000.0,9855.0,Appartement à vendre,172.0,4.0,2.0,Étage 8/9,E,"Montsouris Dareau, Paris 14ème arrondissement (75014)",75014.0,https://www.bellesdemeures.com/273186763/detail.htm,,
22.0,2300000.0,14935.0,Maison à vendre,154.0,5.0,3.0,,D,"Montsouris Dareau, Paris 14ème arrondissement (75014)",75014.0,https://www.bellesdemeures.com/273186761/detail.htm,,
23.0,485000.0,12104.0,Appartement à vendre,40.1,2.0,1.0,Étage 5/6,F,"Batignolles-Cardinet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/batignolles-cardinet/272298059.htm,,
24.0,489000.0,10188.0,Appartement à vendre,48.0,3.0,2.0,Étage 5/6,E,"Champerret-Berthier, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273166323.htm,,
25.0,1530000.0,11860.0,Duplex à vendre,129.0,6.0,4.0,Étage 5/6,E,"Clignancourt-Jules Joffrin, Paris 18ème arrondissement (75018)",75018.0,https://www.bellesdemeures.com/273468425/detail.htm,,
26.0,735000.0,11136.0,Appartement à vendre,66.0,3.0,2.0,Étage 5/5,F,"Didot-Porte de Vanves, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273109693.htm,,
27.0,1155000.0,9467.0,Appartement à vendre,122.0,4.0,3.0,Étage 1/1,F,"Didot-Porte de Vanves, Paris 14ème arrondissement (75014)",75014.0,https://www.bellesdemeures.com/273272807/detail.htm,,
28.0,247000.0,9021.0,Appartement à vendre,27.4,2.0,1.0,Étage 4/4,E,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/273021527.htm,,
29.0,400000.0,10526.0,Appartement à vendre,38.0,2.0,1.0,Étage 2/3,E,"Bel-Air Sud, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/bel-air-sud/272003563.htm,,
0.0,1570000.0,28545.0,Appartement à vendre,55.0,3.0,1.0,Étage 8/8,G,"Ecole Militaire, Paris 7ème arrondissement (75007)",75007.0,https://www.seloger.com/annonces/achat/appartement/paris-7eme-75/ecole-militaire/267717437.htm,,
1.0,1664000.0,12326.0,Appartement à vendre,135.0,5.0,3.0,Étage 3/6,E,"Porte Saint Denis-Paradis, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-75/271908557.htm,,
2.0,930000.0,7750.0,Duplex à vendre,120.0,4.0,3.0,Étage 3/3,D,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.bellesdemeures.com/271863639/detail.htm,,
3.0,1622000.0,13517.0,Appartement à vendre,120.0,6.0,4.0,Étage 2/6,D,"Saint Germain des Prés, Paris 15ème arrondissement (75006)",75006.0,https://www.bellesdemeures.com/272742591/detail.htm,,
4.0,755000.0,11103.0,Appartement à vendre,68.0,3.0,2.0,Étage 2/2,E,"Clignancourt-Jules Joffrin, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/clignancourt-jules-joffrin/272649017.htm,,
5.0,349000.0,8725.0,Appartement à vendre,40.0,2.0,1.0,Étage 3/6,E,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273493631.htm,,
6.0,450000.0,11538.0,Appartement à vendre,39.0,2.0,1.0,Étage 4/5,D,"Arts et Métiers, Paris 3ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-3eme-75/arts-et-metiers/273065545.htm,,
7.0,375000.0,15000.0,Appartement à vendre,25.0,1.0,,RDC/2,D,"Gros Caillou, Paris 7ème arrondissement (75007)",75007.0,https://www.seloger.com/annonces/achat/appartement/paris-7eme-75/gros-caillou/270733803.htm,,
8.0,1050000.0,7836.0,Appartement à vendre,134.0,4.0,3.0,Étage 10/10,F,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème arrondissement (75020)",75020.0,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/telegraphe-pelleport-saint-fargeau/272439833.htm,,
9.0,420000.0,10244.0,Appartement à vendre,41.0,2.0,1.0,Étage 8/2,D,"Manin-Jaurès, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/manin-jaures/271564979.htm,,
10.0,699000.0,11095.0,Appartement à vendre,63.0,3.0,2.0,Étage 1/5,D,"République-Saint Ambroise, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272513497.htm,,
11.0,315000.0,11513.0,Appartement à vendre,27.4,2.0,1.0,Étage 4/4,,"Aligre-Gare de Lyon, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273133757.htm,,
12.0,3300000.0,19880.0,Appartement à vendre,166.0,5.0,3.0,Étage 3/6,E,"Gros Caillou, Paris 7ème arrondissement (75007)",75007.0,https://www.bellesdemeures.com/271671751/detail.htm,,
13.0,950000.0,10920.0,Appartement à vendre,87.0,3.0,1.0,Étage 6/6,F,"Auteuil Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/273111481/detail.htm,,
14.0,250000.0,10417.0,Studio à vendre,24.0,1.0,,Étage 4/5,E,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/faubourg-du-temple-hopital-saint-louis/270664839.htm,,
15.0,1400000.0,14000.0,Appartement à vendre,100.0,4.0,2.0,Étage 6/7,E,"Val de Grace, Paris 5ème arrondissement (75005)",75005.0,https://www.bellesdemeures.com/273470057/detail.htm,,
16.0,345000.0,10455.0,Appartement à vendre,33.0,2.0,1.0,RDC/6,E,"Montmartre, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273468263.htm,,
17.0,1050000.0,13291.0,Appartement à vendre,79.0,4.0,2.0,Étage 2/6,,"Enfants Rouges, Paris 3ème arrondissement (75003)",75003.0,https://www.bellesdemeures.com/272728621/detail.htm,,
18.0,399000.0,11083.0,Appartement à vendre,36.0,2.0,1.0,Étage 1/2,E,"Clignancourt-Jules Joffrin, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272549713.htm,,
19.0,750000.0,10563.0,Appartement à vendre,71.0,3.0,2.0,Étage 1/6,D,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/nation-alexandre-dumas/272511179.htm,,
20.0,875000.0,11027.0,Appartement à vendre,79.4,5.0,3.0,Étage 3/3,D,"Montorgueil-Saint Denis, Paris 2ème arrondissement (75002)",75002.0,https://www.seloger.com/annonces/achat/appartement/paris-2eme-75/montorgueil-saint-denis/273477055.htm,,
21.0,385000.0,9995.0,Appartement à vendre,38.5,2.0,1.0,RDC/2,E,"Croulebarbe, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/croulebarbe/273495187.htm,,
22.0,320000.0,18529.0,Appartement à vendre,17.3,1.0,,Étage 2/4,E,"Ecole Militaire, Paris 7ème arrondissement (75007)",75007.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273065105.htm,,
23.0,1140000.0,11400.0,Loft à vendre,100.0,3.0,2.0,,C,"Jardin de Reuilly, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/jardin-de-reuilly/272185495.htm,,
24.0,1895000.0,15805.0,Appartement à vendre,119.9,5.0,3.0,Étage 2/7,E,"Dupleix-Motte Picquet, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/dupleix-motte-picquet/271891337.htm,,
25.0,389000.0,9047.0,Appartement à vendre,43.0,2.0,1.0,Étage 1/2,D,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/dunois-bibliotheque-jeanne-d-arc/273226105.htm,,
26.0,2800000.0,18301.0,Appartement à vendre,153.0,5.0,3.0,Étage 4/6,E,Paris 16ème arrondissement (75016),75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/272530877.htm,,
27.0,266000.0,9500.0,Appartement à vendre,28.0,1.0,,Étage 5/6,G,"Buttes Aux Cailles-Glacière, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/buttes-aux-cailles-glaciere/272028873.htm,,
28.0,578000.0,11493.0,Appartement à vendre,50.3,2.0,1.0,Étage 2/6,D,"Aligre-Gare de Lyon, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273478639.htm,,
29.0,790000.0,14345.0,Appartement à vendre,55.1,3.0,2.0,Étage 4/5,E,"Gros Caillou, Paris 7ème arrondissement (75007)",75007.0,https://www.seloger.com/annonces/achat/appartement/paris-7eme-75/gros-caillou/273412603.htm,,
0.0,672000.0,11586.0,Appartement à vendre,58.0,3.0,2.0,Étage 4/6,E,"La Fourche-Guy Môquet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/la-fourche-guy-moquet/268329123.htm,,
1.0,390000.0,10526.0,Appartement à vendre,37.1,2.0,1.0,Étage 2/6,E,"Nation-Picpus, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273478317.htm,,
2.0,379000.0,14577.0,Appartement à vendre,26.0,1.0,,RDC,C,"Enfants Rouges, Paris 3ème arrondissement (75003)",75003.0,https://www.seloger.com/annonces/achat/appartement/paris-3eme-75/enfants-rouges/272176153.htm,,
3.0,1776000.0,21926.0,Duplex à vendre - Première occupation,81.0,3.0,2.0,Étage 4/4,,"Jardin des Plantes, Paris 5ème arrondissement (75005)",75005.0,https://www.bellesdemeures.com/273541659/detail.htm,,
4.0,949000.0,15306.0,Appartement à vendre,62.0,2.0,1.0,Étage 1/13,E,"Nation-Picpus, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/nation-picpus/268238567.htm,,
5.0,520000.0,8993.0,Appartement à vendre,57.8,2.0,1.0,Étage 3/3,F,"Patay-Masséna, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/patay-massena/268455463.htm,,
6.0,376000.0,8174.0,Appartement à vendre,46.0,2.0,1.0,Étage 1/10,D,"Didot-Porte de Vanves, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/didot-porte-de-vanves/268745643.htm,,
7.0,475000.0,11585.0,Appartement à vendre,41.0,2.0,1.0,Étage 4/6,C,"Alleray Procession, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/alleray-procession/263975821.htm,,
8.0,550000.0,10974.0,Appartement à vendre,50.1,2.0,1.0,Étage 4/6,C,"Jean Moulin-Porte d'Orléans, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/jean-moulin-porte-d-orleans/257718615.htm,,
9.0,2980000.0,15602.0,Appartement à vendre,191.0,6.0,4.0,5ème étage,C,"Muette Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-75/271089043.htm,,
10.0,380000.0,9268.0,Duplex à vendre,41.0,3.0,2.0,Étage 1/6,F,"Didot-Porte de Vanves, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-75/270973093.htm,,
11.0,285000.0,8824.0,Appartement à vendre,32.3,1.0,,,,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/dunois-bibliotheque-jeanne-d-arc/273555451.htm,,
12.0,1150000.0,17052.0,Appartement à vendre,67.4,3.0,2.0,Étage 2/9,D,"Gros Caillou, Paris 7ème arrondissement (75007)",75007.0,https://www.bellesdemeures.com/271755293/detail.htm,,
13.0,2330000.0,27587.0,Appartement à vendre - neuf,84.5,4.0,2.0,,,"Saint Thomas d'Aquin, Paris 7ème arrondissement (75007)",75007.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/262518039/,,
14.0,1660000.0,22432.0,Appartement à vendre - neuf,74.0,3.0,2.0,,,"Saint Thomas d'Aquin, Paris 7ème arrondissement (75007)",75007.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/262518039/,,
15.0,980000.0,11339.0,Appartement à vendre,86.4,4.0,2.0,Étage 2/6,E,"Auteuil Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/auteuil-nord/271136447.htm,,
16.0,850000.0,10351.0,Appartement à vendre,82.1,2.0,1.0,Étage 4/6,D,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/nation-alexandre-dumas/271755297.htm,,
17.0,1759000.0,15705.0,Appartement à vendre,112.0,3.0,3.0,Étage 3/7,D,"Gros Caillou, Paris 7ème arrondissement (75007)",75007.0,https://www.bellesdemeures.com/271065895/detail.htm,,
18.0,490000.0,7778.0,Appartement à vendre,63.0,3.0,2.0,Étage 1/5,E,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272272299.htm,,
19.0,404000.0,8223.0,Appartement à vendre,49.1,2.0,1.0,Étage 5/6,D,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/270802963.htm,,
20.0,611000.0,11252.0,Appartement à vendre - neuf,54.3,2.0,,1er étage,,"Jardin de Reuilly, Paris 12ème arrondissement (75012)",75012.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/243734447/,,
21.0,650000.0,11404.0,Appartement à vendre,57.0,3.0,2.0,Étage 5/6,E,"Bastille-Popincourt, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/bastille-popincourt/271763201.htm,,
22.0,776900.0,16889.0,Appartement à vendre,46.0,2.0,1.0,RDC/4,D,"Saint Thomas d'Aquin, Paris 7ème arrondissement (75007)",75007.0,https://www.seloger.com/annonces/achat/appartement/paris-7eme-75/saint-thomas-d-aquin/272445383.htm,,
23.0,1120000.0,14545.0,Appartement à vendre,77.0,3.0,2.0,Étage 2/7,C,"Porte Dauphine, Paris 16ème arrondissement (75116)",75116.0,https://www.seloger.com/annonces/achat/appartement/paris-75/271176597.htm,,
24.0,700000.0,10955.0,Appartement à vendre - neuf,63.9,3.0,,1er étage,,"Jardin de Reuilly, Paris 12ème arrondissement (75012)",75012.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/243734447/,,
25.0,485000.0,12436.0,Appartement à vendre - neuf,39.0,2.0,1.0,Étage 2/6,,"Secrétan, Paris 19ème arrondissement (75019)",75019.0,https://www.selogerneuf.com/annonces/neuf/programme/paris-75/230630411/,,
